CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion
3691-24-LE25,Suministro de apoyo extraescolar 2025,6,2025-08-14T11:00:00,Cerrada,"El Departamento de Administración de Educación Municipal de la I. Municipalidad de Las Cabras requiere efectuar llamado a licitación pública para la contratación de un suministro de apoyo, para las actividades escolares y extraescolares de los establecimientos educacionales municipalizados y del DAEM para el año 2025."
3697-42-LE25,CONTRATO DE SUMINISTRO SERVICIO DE RECARGA Y MANTENCION DE EXTINTORES PARA LA MUNICIPALIDAD DE VICTORIA AÑO 2025-2027,5,2025-08-22T15:00:00,Publicada,"SE REQUIERE CONTRATAR EL SERVICIO POR COMPRA, RECARGA U/O MANTENCIÓN DE EXTINTORES PORTÁTILES, MANTENCIÓN CORRECTIVA DE SISTEMA CONTRA INCENDIO, QUE ASEGURE UNA OPORTUNA RESPUESTA QUE CUENTE CON EQUIPO Y PERSONAL IDÓNEO, EN CONCORDANCIA CON LA LEGISLACIÓN VIGENTE."
3703-22-LE25,SER PROF. PARA LA ACTUALIZACIÓN DE UN PMC HUASCO,5,2025-08-25T15:30:00,Publicada,"SERVICIO PROFESIONAL PARA LA ACTUALIZACIÓN DE UN PLAN MUNICIPAL DE CULTURA PMC, COMUNA DE HUASCO"
3705-29-LE25,SERVICIO DE ARRIENDO RESIDENCIA ESTUDIANTIL DIDECO,5,2025-08-21T17:30:00,Publicada,"SERVICIO DE ARRIENDO RESIDENCIA ESTUDIANTIL UNIVERSITARIA Y ESTUDIOS SUPERIORES EN CIUDAD DE TEMUCO, MUNICIPALIDAD DE LOS SAUCES"
3706-44-LQ25,Mejoramiento sist eléc y climatización CESFAM,15,2025-08-14T09:16:07.51,Revocada,"El proyecto consiste en el mejoramiento del actual sistema eléctrico y climatización del CESFAM Dr. Alfonso Parra Carriel de la comuna de San Ignacio. La obra comprende cambio de luminarias y enchufes, reposición, reemplazo y reparación de Parte del cableado y canalizaciones, artefactos, distribución de circuitos, mantenimiento de tableros eléctricos, Interconexiones de bombas de presurización y mantenimiento de sala de bombas, junto con ello la reparación del sistema de Climatización, que incluye aislación y forro metálico a ductos exteriores y de retorno, kit de válvulas motorizadas de UMAS Y extractores de aire, reparación de sistema eléctrico de chiller, cambio de bombas y compresores. Donde además el proveedor deberá considerar todo lo indicado en Especificaciones Técnicas adjuntas en la presente licitación."
3709-45-LP25,SUMINISTRO COMPRA DE EQUIPOS COMPUTACIONALES DEM,6,2025-08-14T10:00:00,Cerrada,"La Municipalidad de Victoria, a través de su Departamento de Educación, requiere la adquisición de computadores, notebooks, equipos All-in-One AIO y otros elementos relacionados, según lo especificado en la Ficha Técnica. Estos insumos estarán destinados a los distintos establecimientos educacionales, jardines infantiles JUNJI VTF y al propio Departamento de Educación de la comuna de Victoria, durante toda la vigencia del contrato. La entrega de los productos se realizará de forma gradual o parcial, conforme a las necesidades y requerimientos, mediante la correspondiente Orden de Compra."
3710-64-L125,Muebles de farmacia para PSR California,8,2025-07-25T12:02:00,Adjudicada,Muebles de farmacia para PSR California
3710-80-LE25,CONTRATO SUMINISTRO DE IMPRENTA 2025,6,2025-08-14T15:00:00,Cerrada,CONTRATO SUMINISTRO DE IMPRENTA 2025
3729-66-LE25,CONTRATACIÓN DE SISTEMA DE MONITOREO GPS DE VEHICULOS MUNICIPALES,6,2025-08-14T15:00:00,Cerrada,"Se requiere contratar sistema y/o servicio de monitoreo de la flota de vehiculos municipales, mediante sistema de GPS, para 27 vehiculos, por un periodo de 24 meses, de acuerdo a lo señalado en las Especificaciones Técnicas. Decreto 2754 y 2755 de fecha 31/07/2025 que aprueba y designa"
3729-69-LE25,CONTRATO DE SUMINISTRO PARA LA MANTENCION REPARACION O RECAMBIO DE BOMBAS HIDRAULICAS,5,2025-08-25T16:00:00,Publicada,"SE REQUIERE LA CONTRATACION DE SERVICIOS DE MANTENCION, REPARACION O RECAMBIO DE LAS BOMBAS HIDRAULICAS, UBICADAS EN LOS DOS ESTADIOS MUNICIPALES DE LA COMUNA, BAJO LA MODALIDAD DE CONTRATO DE SUMINISTRO, POR UN PERIORO DE 24 MESES, SEGUN LO INDICADO EN ESPECIFICACIONES TECNICAS ADJUNTAS, DECRETO Nº2.844 Y DECRETO Nº2.845 DE FECHA 07/08/2025 QUE APRUEBA Y DESIGNA RESPECTIVAMENTE."
3730-67-L125,VENTUARIO Y ELEMENTOS DE PROTECCION,8,2025-08-04T15:00:00,,
3736-42-R125,ADQUISICION EQUIPOS ACCES. COMP. Y DE IMPRESION   ,8,2025-07-02T15:00:00,Adjudicada,"ADQUISICION DE EQUIPOS, ACCESORIOS COMPUTACIONALES E INSUMOS DE IMPRESION PARA LAS ESCUELAS JOSE ABELARDO NUÑEZ, LAS CIENAGASY NIVEQUETEN, FONDOS SEP. SEGÚN D.A. N°6.311 DE FECHA 16/06/2025 QUE APRUEBA BASES"
3738-11-LE25,CAMBIO SUELO SECTOR ESCENARIO PASEO COSTANERA HUASCO,5,2025-08-29T14:00:00,Publicada,Cambiar piso paseo costanera sector escenario
3747-6-LE25,AMPLIACION MEJORAMIENTO Y REMODELACION UNIDAD DE ESTERILIZACION Y HABILIATACION OFICINA ESTADISTICA CESFAM DR ALFONSO PARRA CARRIEL,8,2025-07-09T20:00:00,Adjudicada,"“AMPLIACION, MEJORAMIENTO Y REMODELACION UNIDAD DE ESTERILIZACION Y HABILIATACION OFICINA ESTADISTICA CESFAM DR. ALFONSO PARRA CARRIEL POR PROGRAMA MANTENIMIENTO DE INFRAESTRUCTURA ESTABLECIMIENTOS DE ATENCION PRIMARIA MUNICIPAL, AÑO 2025”"
3759-60-H225,Construcción sede social Coironal - Yerbas Buenas,6,2025-08-14T12:00:00,Cerrada,"Satisfacer la necesidad de la Ilustre Municipalidad de Yerbas Buenas, a través de su ente técnico para la Construcción de la sede social Coironal, comuna de Yerbas Buenas. Respetando las especificaciones técnicas que se proporcionan adjuntas y que forman parte del pliego de condiciones."
3759-61-H225,Mejoramiento sede social Puipuyen comuna de Yerba,6,2025-08-14T12:00:00,Cerrada,"Satisfacer la necesidad de la Ilustre Municipalidad de Yerbas Buenas, referido al mejoramiento sede social Puipuyen, comuna de Yerbas Buenas."
3759-62-H225,Construcción sede social Santa Ana de Queri,6,2025-08-14T12:00:00,Cerrada,"Satisfacer la necesidad de la Ilustre Municipalidad de Yerbas Buenas, referido con la construcción sede social Santa Ana de Queri, comuna de Yerbas Buenas."
3759-63-H225,Mejoramiento sede social San Juan Yerbas Buenas,6,2025-08-14T12:00:00,Cerrada,"Satisfacer la necesidad de la Ilustre Municipalidad de Yerbas Buenas, referido al mejoramiento sede social San Juan, comuna de Yerbas Buenas."
3759-65-H225,Construcción cierre perimetral cancha Maitencillo.,6,2025-08-14T12:00:00,Cerrada,"Construcción cierre perimetral cancha Maitencillo adentro, comuna de Yerbas Buenas."
3759-66-H225,Constr. cierre cancha Santa Gemita Puipuyen,6,2025-08-14T12:00:00,Cerrada,Construcción cierre perimetral cancha Santa Gemita de Puipuyen. Comuna de Yerbas Buenas.
3761-20-LQ25,Construcción Centro Comunitario Estación Ferroviario Comuna de Coelemu,5,2025-09-03T15:00:00,Publicada,"Consiste en la Construcción Centro Comunitario Estación Ferroviario, contempla la construcción de un centro comunitario de aproximadamente 160 m2, la construcción de un salón de reuniones, SS.HH. damas-varones, con acceso universal, cocina, oficina, bodega de materiales. La materialidad será albañilería confinada, estructura techumbre en base a cerchas y vigas de madera, según técnicos adjuntos."
3764-22-L125,PRODUCCION FESTIVAL DE LA VOZ JUVENIL,8,2025-07-30T12:00:00,,
3764-27-L125,PRODUCCION CELEBRACION DIA DEL DIRIGENTE SOCIAL Y COMUNITARIO,8,2025-08-11T15:00:00,,
377-26-LE25,ADQUISICION DE LICENCIAS DE SOFTWARE,6,2025-08-14T17:11:00,Cerrada,"USO: PARA SECPLAC Y DOM, ELABORACION DE PROYECTOS Y RECEPCIONES FINALES"
3776-9-B225,“SERVICIO ARRIENDO DE EQUIPOS,5,2025-08-29T15:30:00,Publicada,“ SE REQUIERE SERVICIO ARRIENDO DE EQUIPOS DE IMPRESIÓN Y MULTIFUNCIONALES PARA LA MUNICIPALIDAD DE HIJUELAS”
3780-13-LE25,Servicio de internet Rural Sol. N 80 Jaime Rojas,6,2025-08-14T10:00:00,Cerrada,"Adquisición de servicio de internet, para Postas de la comuna de Yerbas Buenas por un periodo de 36 meses. Alfredo Lillo."
3784-46-R125,TINTAS Y TONER PARA IMPRESORAS DE LA MUNICIPALIDAD DE COELEMU,8,2025-07-24T12:00:00,Adjudicada,"SE REQUIERE DE TINTAS, TONER Y CARTUCHOS SOLICITADOS PARA LAS IMPRESORAS DE LA MUNICIPALIDAD DE COELEMU, DE TODAS SUS DIRECCIONES."
3784-55-LE25,CONVENIO SUMINISTRO ALIMENTOS Y ABARROTES  COELEMU,8,2025-08-05T16:23:00,Adjudicada,"SE REQUIERE LA REALIZACION DE CONTAR CON UN CONVENIO DE SUMINISTRO DE ALIMENTOS Y ABARROTES PARA CUBRIR REQUERIMIENTOS DE LOS DIFERENTES PROGRAMAS MUNICIPALES , SEGUN ACTIVIDADES PLANIFICADAS PARA EL AÑO 2025.- (AGOSTO A DICIEMBRE) SE REQUIERE ENVIAR EL DETALLE DE LA PROPUESTA ECONOMICA , SEGUN ANEXO Y ADJUNTAR ANTECEDENTES ADM. SOLICITADOS"
3784-59-LE25,EQUIPOS INFORMATICOS - MUNICIPALIDAD DE COELEMU,8,2025-08-08T12:00:00,Adjudicada,SE REQUIERE ADQUIRIR EQUIPOS SOLICITADOS PARA EL FUNCIONAMIENTO DE LA D.O.M Y PROGRAMA ECOMERCADO.
3784-60-L125,KIT DE EMBRAGUE - ADM. MUNICIPAL,8,2025-08-11T15:30:00,Adjudicada,ADQUISICIÓN DE EMBRAGUE SOLICITADO PARA CAMIÓN MUNICIPAL DEPENDIENTE DE ADMINISTRACIÓN MUNICIPAL.
3784-62-L125,PRODUCTOS PUBLICITARIOS PARA ECOMERCADO SOLIDARIO  COELEMU,6,2025-08-14T10:00:00,Cerrada,"SE COTIZAN PRODUCTOS PARA PROGRAMA ECOMERCADO SOLIDARIO CON DESPACHO INCLUIDO, LOS LOGOS DIGITALES SE ENVIARAN CONTRA ORDEN DE COMPRA. RECEPCION BODEGA MUNICIPAL CALLE PEDRO LEON GALLO 609 COELEMU"
3784-63-L125,REPUESTOS Y ACCESORIOS COMPUTACIONALES - MUNICIPALIDAD DE COELEMU,6,2025-08-14T12:00:00,Cerrada,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA EQUIPOS INFORMATICOS DE LAS DIFERENTES DEPENDENCIAS MUNICIPALES.
3784-68-L125,PRODUCTOS  EQUIPAMIENTO ECOMERCADO,6,2025-08-14T11:31:00,Cerrada,"PRODUCTOS PARA EQUIPAR ESPACIO FISICO ECOMERCADO SOLIDARIO , INSTALADOS ARMADOS EN CALLE MATTA 864 DE COELEMU PREVIO AVISO Y COORDINAVCION CON ENCARGADO DE BODEGA AL FONO 42 2500142 DN ROBERTO VIEL . RECEPCION DE LUNES A VIERNES DE 8:30 A 16:30 HRS."
3785-16-L125,VESTUARIO INSTITUCIONAL LICEO DOR.FONDOS PRORRETEN,8,2025-07-30T18:12:00,Adjudicada,"ADQUISICION DE CAMISAS, BLUSAS Y CORBATAS INSTITUCIONALES LICEO DOR."
3791-43-LE25,NEUMÁTICOS PARA CAMIONES MAQUINARIAS Y VEHÍCULOS,6,2025-08-14T15:03:00,Cerrada,"La Ilustre Municipalidad de Cisnes junto a su oficina de La Dirección de Obras requiere adquirir Neumáticos para la renovación y junto con ello el correcto funcionamiento de los diversos camiones, máquinas y vehículos menores municipales de la Comuna de Cisnes 2025, en donde el servicio debe incluir montaje, balanceo y alineamiento según corresponda."
3791-45-LE25,Operativos Médicos 2025 Comuna de Cisnes,8,2025-08-08T15:01:00,Adjudicada,"Se busca Generar un operativo médico relacionado a la toma de exámenes de Colonoscopia, para 86 usuarios y 36 biopsias, destinado a todas las localidades de la comuna de Cisnes. El objetivo principal es incentivar la prevención de enfermedades que han tenido un aumento en los últimos años. Beneficiando a personas de todas las edades; NNA, adultos y personas mayores. Generando en las personas, un beneficio integral, donde se brinda priorizar la salud, pero por, sobre todo, se busca trabajar en la prevención de enfermedades que aquejan a la población de la comuna de Cisnes."
3801-7-LE25,ADQUISICIÓN GENERADOR ELÉCTRICO QUILACO,15,2025-08-14T17:49:51.65,Revocada,Se requiere de la adquisición de un generador eléctrico con carro de arrastre para la Municipalidad de Quilaco.
3801-9-LE25,ADQUISICIÓN GENERADOR ELÉCTRICO MUNICIPALIDAD QUILACO,5,2025-08-20T09:00:00,Publicada,"Se requiere de la adquisición de un generador eléctrico con carro de arrastre, para la Municipalidad de Quilaco."
3810-71-LE25,CONTRATO SUMINISTRO DE HOJALATERIA ILUSTRE MUNICIPALIDAD DE PICHILEMU AÑO 2025,5,2025-08-25T15:01:00,Publicada,CONTRATO SUMINISTRO DE HOJALATERIA ILUSTRE MUNICIPALIDAD DE PICHILEMU AÑO 2025
3810-72-LE25,CONTRATO SUMINISTRO DE VIDRIERIA ILUSTRE MUNICIPALIDAD DE PICHILEMU AÑO 2025,5,2025-08-25T15:03:00,Publicada,CONTRATO SUMINISTRO DE VIDRIERIA ILUSTRE MUNICIPALIDAD DE PICHILEMU AÑO 2025
3810-73-LE25,FIESTAS PATRIAS EN PICHILEMU,5,2025-08-25T15:01:00,Publicada,"PRODUCCIÓN: “FIESTAS PATRIAS EN PICHILEMU, UNA CELEBRACIÓN PARA TODA LA COMUNIDAD 2025”"
3824-12-LE25,INSTALACIONES ELÉCTRICAS JARDÍN INFANTIL RAIMAPU,15,2025-08-14T12:06:04.347,Revocada,"El proyecto tiene por finalidad realizar obras eléctricas para la mejoría y normalización de las actuales instalaciones, así como también la ejecución de nuevas instalaciones eléctricas proyectadas para el Jardín Infantil y Sala Cuna Raimapu de la comuna de Padre Hurtado, ubicado en la calle Ignacio Carrera Pinto Nro. 669."
3825-34-CO25,Instalación Eléctrica de Fondas 2025 DIMAO,6,2025-08-14T10:00:00,Cerrada,La necesidad de contratar el Servicio de Instalación Eléctrica de Fondas 2025
3827-27-L125,Medicamentos  S.C 4111 - 4112,8,2025-07-28T15:00:00,,
3836-22-LE25,Ejecución Constructiva del Programa Habitabilidad Toltén 2024,6,2025-08-14T15:30:00,Cerrada,"La necesidad de ejecutar Programa Habitabilidad año 2024, para beneficiar a 9 familias usuarias del programa, con la construcción de módulos habitables y reparaciones de viviendas"
3836-27-LE25,SERVICIO PRODUCCION DE EVENTOS - TOLTEN CUECAS CIEN 2025 XXIV VERSION,5,2025-08-25T15:30:00,Publicada,"La necesidad de contratar los servicios de producción de eventos para realizar evento denominado TOLTEN CUECAS CIEN 2025 EN SU XXIV VERSIÓN, actividad a realizarse el día 06 de septiembre de 2025, en el Gimnasio Municipal de Nueva Toltén."
3838-60-LE25,CONVENIO DE SUMINISTRO ADQUISICIÓN DE PREMIOS Y OTROS PARA LAS OFICINAS YO PROGRAMAS DE LA DIRECCIÓN DE DESARROLLO COMUNITARIO DE LA MUNICIPALIDA DE SANTA CRUZ,8,2025-07-01T13:00:00,Adjudicada,"CONVENIO DE SUMINISTRO ADQUISICIÓN DE PREMIOS Y OTROS, PARA LAS OFICINAS Y/O PROGRAMAS DE LA DIRECCIÓN DE DESARROLLO COMUNITARIO DE LA MUNICIPALIDA DE SANTA CRUZ"
3838-61-LE25,CONVENIO DE SUMINISTRO ARTÍCULOS DE PUBLICIDAD,8,2025-07-03T17:00:00,Adjudicada,"CONVENIO DE SUMINISTRO ARTÍCULOS DE PUBLICIDAD. SEGÚN BASES ADMINISTRATIVAS, BASES TÉCNICAS Y FORMATOS ADJUNTOS."
3838-69-LS25,SERVICIOS ESPECIALIZADOS – CONTRATACIÓN DE PROFESIONALES DE ARQUITECTURA,15,2025-08-14T09:45:01.49,Revocada,"SERVICIOS ESPECIALIZADOS – CONTRATACIÓN DE PROFESIONALES DE ARQUITECTURA. SEGÚN BASES ADMINISTRATIVAS, BASES TÉCNICAS Y FORMATOS ADJUNTOS."
3844-17-LE25,ADQUISICION DE TONER TINTA CARTRIDGE Y OTROS ,8,2025-08-11T15:00:00,Adjudicada,"La necesidad de contar con la “Adquisición de Tóner, Tintas, Cartridge y otros” e “Insumos computacionales”, para la Jefatura Nacional de Migraciones y Policía Internacional."
3847-26-LE25,RENOVACIÓN DE LICENCIAS ANTIVIRUS Y SERVICIO DE SO,6,2025-08-14T09:05:00,Cerrada,"La Ilustre Municipalidad de Sierra Gorda requiere efectuar la “RENOVACIÓN DE LICENCIAS ANTIVIRUS Y SERVICIO DE SOPORTE TÉCNICO”, cuyo objetivo principal, busca la seguridad tecnológica para estaciones de trabajo y servidores por un período efectivo de 36 meses, por lo cual la Municipalidad de Sierra Gorda, requiere la renovación de licencias computacionales de la plataforma de seguridad Antivirus Sophos Intercept X Advanced EndPoint o equivalente para equipos con sistemas Operativos Windows yo Mac OS y 4 licencias de Antivirus Sophos Intercept X Advanced for Server with XDR o equivalente que trabaje con central de administración."
3853-19-LE25,CONTRATO DE MOVILIZACIÓN DE SERVICIO TRASLADO DE PASAJEROS,6,2025-08-14T12:00:00,Cerrada,"El Departamento de Salud Municipal de Río Bueno, requiere adquirir ""Contrato de Servicio de Movilización para de Traslado de Pasajeros"", para apoyar a las diferentes actividades de la Salud Primaria Municipal de Río Bueno."
3870-7-LE25,Capacitación de funcionarios del DAEM Directores Encargados de Escuelas y Jefes Técnicos del Sistema Municipal de Educación Pemuco,5,2025-08-26T13:00:00,Publicada,"Se rqequiere empresa debidamente acreditada como ATE, para la realización de capacitación a funcionarios del Departamento de Educación Municipal, directores, encargados de escuelas y jefes técnicos que se desempeñan en los establecimientos municipales de la comuna"
387-42-LE25,Convenio de Suministros para Transporte,5,2025-08-25T15:01:00,Publicada,"El objeto de la licitación es obtener un convenio de suministros para transporte de pasajeros por carretera, en cuatro tipo de vehículos, que pudiesen llegar a requerirse por la Ilustre Municipalidad de Los Muermos."
387-43-LE25,Ss profesionales y de apoyo para la Adm Municipal.,5,2025-08-20T09:00:00,Publicada,La I. Municipalidad de Los Muermos en su calidad de mandante requiere la contratación de los servicios de 01 profesional Ingeniero en informática como apoyo para la Administración Municipal entre agosto y diciembre de 2025.
3880-71-LE25,ADQUISICION MATERIALES ELECTRICOS PARA MANTENCION,8,2025-07-31T15:00:00,Adjudicada,"ADQUISICION MATERIALES ELECTRICOS PARA MANTENCION DE ALUMBRADO PUBLICO, DIRECCION DE OBRAS MUNICIPALES, SEGUN BASES ADJUNTAS."
3880-84-LE25,MEJORAMIENTO OFICINA LOCAL DE LA NIÑEZ,5,2025-08-25T15:00:00,Publicada,"MEJORAMIENTO OFICINA LOCAL DE LA NIÑEZ. SEGUN BASES , ESPECIFICACIONES TECNICAS Y OTROS ADJUNTOS.-"
3885-31-LP25,“[SATE] CONSTRUCCIÓN SOMBREADEROS CALLEJÓN PÚBLICO PLAZA DE ARMAS COMUNA DE PICA”,5,2025-09-16T13:00:00,Publicada,"EJECUCIÓN DEL PROYECTO DENOMINADO “[SATE] CONSTRUCCIÓN SOMBREADEROS, CALLEJÓN PÚBLICO PLAZA DE ARMAS COMUNA DE PICA”. CONFORME A LO ESTABLECIDO EN LAS BASES ADMINISTRATIVAS Y TÉCNICAS, PLANIMETRIAS Y ANEXOS."
3885-32-LQ25,HABILITACIÓN DE SOMBREADORES DE JUEGOS INFANTILES EN LAS PLAZAS DE LA COMUNA DE PICA,5,2025-09-16T15:00:00,Publicada,"EJECUTAR EL PROYECTO DENOMINADO HABILITACIÓN DE SOMBREADORES DE JUEGOS INFANTILES EN LAS PLAZAS DE LA COMUNA DE PICA, CONFORME LO ESTABLECIDO EN LAS BASES ADMINISTRATIVAS GENERLAES, PLANIMETRIAS Y ANEXOS"
3887-33-LE25,CONT DE SUMINISTRO PROV SERVICIO CAMION ALZA HOMBR,6,2025-08-14T13:30:00,Cerrada,"SE REQUIERE PROVEER DE UN CONTRATO DE SUMINISTRO PROVISION SERVICIO CAMION ALZA HOMBRE PARA LA I. MUNICIPALIDAD DE VILLARRICA, SEGUN B.A.E., ESPECIFICACIONES TECNICAS Y DEMAS ANTECEDENTES ADJUNTOS."
3889-4-LQ25,“Construcción Circuito Patrimonial Turístico,5,2025-09-12T12:00:00,Publicada,"Contratación de ejecución de proyecto ""Construcción Circuito Patrimonial Turístico y Cultural de Placilla Urbano comuna de Placilla"" que corresponde a una intervención a nivel urbano, a través de mejoramiento a nivel de paisajismo, pavimentación, mobiliario urbano, iluminación y señalización entre otros."
3890-126-L125,"CONTRATACION MOVILIZACION Y VISITA PREDIAL TERRITORIO MARI MELI LOF, PDTI FREIRE",6,2025-08-14T13:00:00,,
3892-30-LE25,Servicio Transporte Escolar Escuela Armando Arancibia Olivos,5,2025-08-25T15:00:00,Publicada,"Se requiere el servicio de transporte esocolar para alumnos de la escuela ""Armando Arancibia Olivos"" de Isla Mocha, periodo Septiembre - Diciembre de 2025."
3894-38-LQ25,ADQUISICIÓN DE CANASTAS BÁSICAS PARA PERSONAS EN CONDICIÓN DE VULNERABILIDAD SOCIOECONÓMICA EN LA COMUNA DE LAMPA,8,2025-07-01T15:00:00,Adjudicada,Suministrar cajas de alimentos a familias que presenten situación de vulnerabilidad social durante 6 meses con el objetivo de aliviar la inseguridad alimentaria.
